prod,title,author,date,stars,comments
Pandora,great app,LaQuanta Jackson,23-May-13,5,I love the app and we use it a lot everyday.  wonderful for kids and audults alike. that is all
Pandora,five star,kellie,25-Nov-12,5,I love Pandora I use it like everyday.  I give Pandora a five star rating. you can listen to all of your favorite songs.
Pandora,just uninstalled this app,Chris,13-Mar-13,2,"Loved listening to Pandora at work. Hate the fact that they started limiting access on mobile devices (like the Kindle) to 40 hours per month unless you pay or upgrade.  It's not in the Terms of Use, and there was no prior notice."
Pandora,Five Stars,Linda Heil,11-Sep-14,5,I love Pandora!
Pandora,music,Musiclover,17-Apr-13,5,I love the fact that it's free and I can listen to any genre I want.  Pandora is worth the download.
Pandora,pandora,Peyton,3-Apr-13,1,you people need to just shut up. its just a stupid music station thing it is not the end of the world.
Pandora,Great Way To Listen To Pandora!,FastKatt,24-Dec-11,5,"This is a great app for listening to Pandora Radio! Runs great with very few hiccups. Only with it had a ""dark theme"" so it was better on the eyes, in the dark."
Pandora,Great app,Amilius,22-Dec-12,5,I give it 5 stars because you can get such a variation of music just by putting in an artist or song and off you go.
Pandora,i dont like it. it wont let talk @ all,K.Whitlow,6-Aug-12,1,I wanted to talk with my cousin I couldn't because I wasnt eligible to talk . so I think it is a waste of time to be spent on one app.
Pandora,beautiful music,Purelioness,27-Jan-13,5,love this app it plays all the music i love. You can enjoy all the artist you like. This is really a must have.
Pandora,Unstable app,Tree Climber,27-Sep-13,3,"I love pandora, I have over a month straight of music on my computer but I would rather use pandora.With that said this app is unstable. On start up it locks up on the blue loading screen most of the time. I have to back out to the home screen and try try again to the point that I give up half the time.Two stars off for poor app performance otherwise five stars easily."
Pandora,i reccomend this to any folks who love  music.,kitty,29-Oct-12,5,country is my favorite topic so i get to type in Todays Country Music and it brings you to the hottest country music around
Pandora,great site!,J. C. Parks,29-Oct-12,5,Iove this site. The variety of music is fantastic! I love how everything is categorized.  You won't go wrong with this app.
Pandora,Lovely,Kayla,7-Apr-12,5,I love this app especially because of the music. All of my favorite songs come on there like party rock anthem by Lmfao and starships by Nicki Minaj
Pandora,LOVE IT,Aderoe,9-Aug-12,5,I love this app and suggest it to every one in the world and for people who gave it 1 2 3* than you should really rethink that answer
Pandora,I am in love.!,Boz,3-Jun-12,5,this app allows me to listen to my music my way when ever my heart desires. I love Pandora on the computer. but I love it more on my kindle.!
Pandora,Best Music App,walker,14-Dec-12,5,I love this app so much this is how to listen to the best music for.....free and you can create your own playlist :)
Pandora,<3,Gabby,15-Apr-13,5,I love tthis app it works perfect I know u don't rly get to pick your music but I like surprises :)
Pandora,love it,C. Stanley,20-Nov-12,5,I use this anytime- when I'm cleaning.... or even when my kids are taking a nap! works great! definitely recommend. it!
Pandora,awesome app!,d. none,26-Jul-12,5,this app rocks! go click install right now! you will like the wide variety of music to choose from. Pandora is a great app for anyone.
Pandora,Perfect!,Amazon Customer,12-Oct-12,5,Perfect!  LOVE THIS APP!!!  Sweet 90's alternative and a bunch of other cool stuff!  Works amazing on my Fire!  Rockin' out!
Pandora,BEST MUSIC APP EVER if you have wifi,Shadyman,25-Jul-12,5,I listen to all my fav. attests. its just plane great (it doesn't ask you to rate) ti's free all you need is an account plane and easy
Pandora,its ok i guess,Chris,19-May-12,3,I try saving songs that play but I can never find them? if I like them how can I save them and play them through the app and not pay for them?
Pandora,omg music,J. Wholley,18-Nov-12,5,alright. where do I begin? the music sounds great and they got info and lyrics to almost every single song... I LOVE IT
Pandora,Denial of Pandora Registration,peanut,27-Dec-11,1,"When l attempted to register Pandora in my Kindle, I was told my email was already in use.  Why can't I use my same email?"
Pandora,awesome app,Shawna A Husby,8-Sep-12,5,awesome app that lets you personally select songs that you like and don't like. then creates a special playlist just for you! :)
Pandora,Dissatisfied,C. Thomas,12-Jan-17,1,Ever since the update the app errors out and asks me to retry and when I do same thing.  Even deleted from device and cloud with no change.  :(
Pandora,Nice,Neldine,15-Nov-12,5,"Nice little radio app. Pick your preferred music, and go from there. Easy to use, and have found new band I've enjoyed."
Pandora,LOVE,S.Burns,6-Jan-13,5,"I use this all the time. In the on my way to work, cleaning, laundry, while working. I just absolutely love it!!"
Pandora,Five Stars,crystal,4-Jun-17,5,I love this app. I can play music on my Fire while I play on the internet
Pandora,The best,Gail,22-Oct-12,5,New to the app business but know that this app is the best. Since I bought my Kindle I've been trying different apps and this one I love.
Pandora,love it,t lee,6-Oct-12,5,Pandora is the best radio out there today  this is the only radio I listen too you can pick what you want to hear it great!!
Pandora,its great but it only give u 6 skip but it great app u can get station on it that why i love it,bre,18-Jul-13,5,I think it so cool u get your own satition and ever think that why I love it so much
Pandora,Wonderful anywhere,Edwyna Lewis,26-Oct-12,5,"I have enjoyed a variety of genres on Pandora. On my tablet, phone, and laptop. Not difficult to customize as you listen."
Pandora,not awsome,k. livingston,15-Jul-12,3,well its ok but it says u can skip 6 times in one station so I go on another station and it lets u skip like twice it also has a virus
Pandora,my review,style12,6-Feb-13,5,its a good app and who doesn't like music and plus its free. so please get this app its great. so go get it
Pandora,awesome!,The Twins,25-Dec-11,5,"for any music lover, Pandora is all you need, mixes hits for you, memorises favourites and creates a unique playlist effortlessly...who does that??? Pandora!"
Pandora,Five Stars,Crystal R Zimmerman,25-Aug-14,5,I love Pandora!
Pandora,I love pandora,Leslie,3-Mar-13,4,"I listen to pandora all the time when I'm cleaning or working out. I love that its free and it has a wide variety of music, every kind of music."
Pandora,i love but,cody190560,23-Feb-12,3,"I love this app,but I never get to listen to the band I want to,it always just plays other bands with the same kind of music. besides that it is great"
Pandora,FIVE STARS NO TURN BACK ITS GREAT!!!!!!!!!! _Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜_,Michael Smith,19-Apr-17,5,Its perfect for when I want to listen to music and relaxlol
Pandora,Great!!,Teresa Dyer,26-Dec-11,5,I love music and it was a great app with no glitches. It was very helpful and it is useful on the kindle fire when bored or wanting to listen while working.
Pandora,amazing,y u angry,25-Nov-12,5,i listen to Pandora almost constantly. it could not be better except less commercials. thumbs up to Pandora must buy
Pandora,Love,K. Beagley,24-Apr-13,5,"Its great to have music on the go. If I want to find new music, thats not main stream. Awesome."
Pandora,awesome,cami,17-Feb-12,5,I love Pandora it is awesome it has really cool music but I don't like that u can only skip six times because. I'm really picky about songs some times
Pandora,must have for kindle fire,TrueMaster,20-Jul-12,4,I love Pandora! my hubby and I can listen to all kinds of music. best part is no commercials.  its a must have for your kindle fire!
Pandora,wont play,Ali Emami,8-May-12,1,I try to listen to Pandora. and I will sign in as usual then I pick a station such coldplay. radio then it says buffering 1% then it says loading. thenskips all the songs this repeats on every station
Pandora,Pandora great as always,khagan1227,13-Nov-11,5,"Great program, the artificial intelligents program is great for picking the right songs. Highly recommended for working out or just sitting around and relaxing."
Pandora,I only ordered Pandora for my tablet a few days ...,nelda,18-Aug-17,3,"I only ordered Pandora for my tablet a few days ago, but so far it will only play four songs before it kicks me completely offline."
Pandora,Great!!!,C.pup,8-Jun-12,5,Pandora is awesome!!!!! i listen to it 24.7 its great. do not listen to the bad people they dont like cause thee weird ..... AFRO CURCIUS
Pandora,ehh,morose,28-Dec-11,3,it wont let me search for a new station. it works on the kindle fire. good sound. but its platitude the weirdest song s and.I don't know.how to change it.
Pandora,awsome,m.maisonneuve,14-Apr-12,5,I love getting on Pandora to listen to it. It has all of my favorite songs. I don't mind the extra previews as long as there are good songs!!!!
Pandora,Do not waste your time downloading this app,N. Wright,23-Jul-12,2,Thus is bad you barely get the songs you want you should just go to grooveshark.com on the computer you get the exact song you want
Pandora,Five Stars,Book Addict,14-Dec-14,5,Great  Love it.
Pandora,its badass,jack,16-Dec-12,5,I love it has great music I don't even need to go on the app store and download music. I highly reccomd thus app
Pandora,I LOVE Pandora!,Anderson,1-Oct-12,5,I have not had any problems with Pandora. I think that it plays great songs and introduces me to a wider variety of music.
Pandora,Awesome love it,Ani,13-Dec-11,5,I love it on kindle fire...works perfect...I must say these people are really doing good job..love it..And I will recommend it for most of the tablet users
Pandora,very good,someone,30-Nov-12,5,I love Pandora I would have never heard of half the bands I know now and I wouldn't of known of a lot of songs!!!!
Pandora,why is it giving me the rong songs,applover2000,18-Aug-12,2,i serch boyfrend justin beiber andd it sed creating justij beiber station tjen it gives me hunter hayes and it keeps doing tjis
Pandora,Five Stars,awesome me,27-Sep-17,5,Liking Pandora so far. The explicit filter is a huge plus giving me peace in regards to family.
Pandora,I love it!,Sagara,8-Sep-12,5,This app is great! Im having no problems at all. The music selection is just awesome. Besides this Im loving the new layout!
Pandora,Uninterrupted playing choices,Ms. G,31-Dec-16,4,We love having the choice to continuously play the stations we love without interruption.
